date,route,fare_class,tickets_sold,price,revenue
2024-03-18,DEL-BLR,Economy,166,4271,708986
2024-03-18,DEL-BLR,Premium,140,8217,1150380
2024-03-18,DEL-BLR,Business,187,18342,3429954
2024-03-18,BOM-BLR,Economy,130,4503,585390
2024-03-18,BOM-BLR,Premium,82,8040,659280
2024-03-18,BOM-BLR,Business,88,14897,1310936
2024-03-18,DEL-HYD,Economy,59,5250,309750
2024-03-18,DEL-HYD,Premium,81,7184,581904
2024-03-18,DEL-HYD,Business,35,19519,683165
2024-03-18,BLR-HYD,Economy,157,4361,684677
2024-03-18,BLR-HYD,Premium,183,8636,1580388
2024-03-18,BLR-HYD,Business,121,10602,1282842
2024-03-19,DEL-BOM,Economy,27,3690,99630
2024-03-19,DEL-BOM,Premium,92,6389,587788
2024-03-19,DEL-BOM,Business,108,14027,1514916
2024-03-19,DEL-BLR,Economy,47,5912,277864
2024-03-19,DEL-BLR,Premium,101,9258,935058
2024-03-19,DEL-BLR,Business,77,15307,1178639
2024-03-19,BOM-BLR,Economy,187,5467,1022329
2024-03-19,BOM-BLR,Premium,56,8139,455784
2024-03-19,BOM-BLR,Business,117,17352,2030184
2024-03-19,DEL-HYD,Economy,23,3255,74865
2024-03-19,DEL-HYD,Premium,126,8135,1025010
2024-03-19,DEL-HYD,Business,148,18312,2710176
2024-03-19,BLR-HYD,Economy,148,4637,686276
2024-03-19,BLR-HYD,Premium,176,8032,1413632
2024-03-19,BLR-HYD,Business,111,12668,1406148
2024-03-20,DEL-BOM,Economy,66,4619,304854
2024-03-20,DEL-BOM,Premium,88,6195,545160
2024-03-20,DEL-BOM,Business,46,13606,625876
2024-03-20,DEL-BLR,Economy,172,3276,563472
2024-03-20,DEL-BLR,Premium,172,7334,1261448
2024-03-20,DEL-BLR,Business,74,16121,1192954
2024-03-20,BOM-BLR,Economy,196,3313,649348
2024-03-20,BOM-BLR,Premium,80,7029,562320
2024-03-20,BOM-BLR,Business,58,10086,584988
2024-03-20,DEL-HYD,Economy,95,5518,524210
2024-03-20,DEL-HYD,Premium,146,8504,1241584
2024-03-20,DEL-HYD,Business,106,11647,1234582
2024-03-20,BLR-HYD,Economy,170,4068,691560
2024-03-20,BLR-HYD,Premium,104,6484,674336
2024-03-20,BLR-HYD,Business,127,14384,1826768
2024-03-21,DEL-BOM,Economy,177,3720,658440
2024-03-21,DEL-BOM,Premium,141,8030,1132230
2024-03-21,DEL-BOM,Business,183,17178,3143574
2024-03-21,DEL-BLR,Economy,186,5294,984684
2024-03-21,DEL-BLR,Premium,137,7687,1053119
2024-03-21,DEL-BLR,Business,126,13360,1683360
2024-03-21,BOM-BLR,Economy,38,5242,199196
2024-03-21,BOM-BLR,Premium,176,7377,1298352
2024-03-21,BOM-BLR,Business,160,14188,2270080
2024-03-21,DEL-HYD,Economy,195,3238,631410
2024-03-21,DEL-HYD,Premium,83,6294,522402
2024-03-21,DEL-HYD,Business,107,15388,1646516
2024-03-21,BLR-HYD,Economy,88,3304,290752
2024-03-21,BLR-HYD,Premium,77,7126,548702
2024-03-21,BLR-HYD,Business,81,18442,1493802
2024-03-22,DEL-BOM,Economy,150,5588,838200
2024-03-22,DEL-BOM,Premium,44,7096,312224
2024-03-22,DEL-BOM,Business,75,19579,1468425
2024-03-22,DEL-BLR,Economy,198,5677,1124046
2024-03-22,DEL-BLR,Premium,176,6658,1171808
2024-03-22,DEL-BLR,Business,188,14994,2818872
2024-03-22,BOM-BLR,Economy,158,5989,946262
2024-03-22,BOM-BLR,Premium,165,6383,1053195
2024-03-22,BOM-BLR,Business,155,12763,1978265
2024-03-22,DEL-HYD,Economy,123,5339,656697
2024-03-22,DEL-HYD,Premium,135,9120,1231200
2024-03-22,DEL-HYD,Business,101,12604,1273004
2024-03-22,BLR-HYD,Economy,98,3531,346038
2024-03-22,BLR-HYD,Premium,86,6002,516172
2024-03-22,BLR-HYD,Business,83,15626,1296958
2024-03-23,DEL-BOM,Economy,79,4907,387653
2024-03-23,DEL-BOM,Premium,110,7085,779350
2024-03-23,DEL-BOM,Business,68,10670,725560
2024-03-23,DEL-BLR,Economy,143,4505,644215
2024-03-23,DEL-BLR,Premium,172,7159,1231348
2024-03-23,DEL-BLR,Business,77,12854,989758
2024-03-23,BOM-BLR,Economy,77,5532,425964
2024-03-23,BOM-BLR,Premium,63,6582,414666
2024-03-23,BOM-BLR,Business,28,11925,333900
2024-03-23,DEL-HYD,Economy,176,5448,958848
2024-03-23,DEL-HYD,Premium,150,9647,1447050
2024-03-23,DEL-HYD,Business,81,19897,1611657
2024-03-23,BLR-HYD,Economy,32,5314,170048
2024-03-23,BLR-HYD,Premium,27,7082,191214
2024-03-23,BLR-HYD,Business,59,11629,686111
2024-03-24,DEL-BOM,Economy,157,5347,839479
2024-03-24,DEL-BOM,Premium,99,9801,970299
2024-03-24,DEL-BOM,Business,197,10857,2138829
2024-03-24,DEL-BLR,Economy,42,3657,153594
2024-03-24,DEL-BLR,Premium,81,6238,505278
2024-03-24,DEL-BLR,Business,185,16111,2980535
2024-03-24,BOM-BLR,Economy,175,3922,686350
2024-03-24,BOM-BLR,Premium,93,7230,672390
2024-03-24,BOM-BLR,Business,42,19555,821310
2024-03-24,DEL-HYD,Economy,120,5387,646440
2024-03-24,DEL-HYD,Premium,47,6768,318096
2024-03-24,DEL-HYD,Business,82,14500,1189000
2024-03-24,BLR-HYD,Economy,115,4614,530610
2024-03-24,BLR-HYD,Premium,139,6689,929771
2024-03-24,BLR-HYD,Business,153,10365,1585845
2024-03-25,DEL-BOM,Economy,176,3454,607904
2024-03-25,DEL-BOM,Premium,165,7205,1188825
2024-03-25,DEL-BOM,Business,57,19867,1132419
2024-03-25,DEL-BLR,Economy,62,3956,245272
2024-03-25,DEL-BLR,Premium,80,7474,597920
2024-03-25,DEL-BLR,Business,110,16396,1803560
2024-03-25,BOM-BLR,Economy,32,4904,156928
2024-03-25,BOM-BLR,Premium,177,6507,1151739
2024-03-25,BOM-BLR,Business,54,10919,589626
2024-03-25,DEL-HYD,Economy,133,3991,530803
2024-03-25,DEL-HYD,Premium,118,7231,853258
2024-03-25,DEL-HYD,Business,104,10067,1046968
2024-03-25,BLR-HYD,Economy,80,4564,365120
2024-03-25,BLR-HYD,Premium,190,6572,1248680
2024-03-25,BLR-HYD,Business,172,12258,2108376
2024-03-26,DEL-BOM,Economy,106,4943,523958
2024-03-26,DEL-BOM,Premium,47,6900,324300
2024-03-26,DEL-BOM,Business,31,15232,472192
2024-03-26,DEL-BLR,Economy,189,4944,934416
2024-03-26,DEL-BLR,Premium,158,8961,1415838
2024-03-26,DEL-BLR,Business,74,17031,1260294
2024-03-26,BOM-BLR,Economy,94,5324,500456
2024-03-26,BOM-BLR,Premium,106,6570,696420
2024-03-26,BOM-BLR,Business,169,16982,2869958
2024-03-26,DEL-HYD,Economy,23,5240,120520
2024-03-26,DEL-HYD,Premium,169,9825,1660425
2024-03-26,DEL-HYD,Business,112,13505,1512560
2024-03-26,BLR-HYD,Economy,167,3433,573311
2024-03-26,BLR-HYD,Premium,78,6206,484068
2024-03-26,BLR-HYD,Business,59,17389,1025951
2024-03-27,DEL-BOM,Economy,185,5690,1052650
2024-03-27,DEL-BOM,Premium,109,6012,655308
2024-03-27,DEL-BOM,Business,85,12789,1087065
2024-03-27,DEL-BLR,Economy,85,4610,391850
2024-03-27,DEL-BLR,Premium,62,9079,562898
2024-03-27,DEL-BLR,Business,177,16582,2935014
2024-03-27,BOM-BLR,Economy,163,3941,642383
2024-03-27,BOM-BLR,Premium,26,9116,237016
2024-03-27,BOM-BLR,Business,195,17382,3389490
2024-03-27,DEL-HYD,Economy,107,4534,485138
2024-03-27,DEL-HYD,Premium,56,6464,361984
2024-03-27,DEL-HYD,Business,138,11230,1549740
2024-03-27,BLR-HYD,Economy,114,3884,442776
2024-03-27,BLR-HYD,Premium,143,7654,1094522
2024-03-27,BLR-HYD,Business,83,19116,1586628
2024-03-28,DEL-BOM,Economy,166,3493,579838
2024-03-28,DEL-BOM,Premium,90,8617,775530
2024-03-28,DEL-BOM,Business,39,12775,498225
2024-03-28,DEL-BLR,Economy,157,5975,938075
2024-03-28,DEL-BLR,Premium,103,7831,806593
2024-03-28,DEL-BLR,Business,59,11942,704578
2024-03-28,BOM-BLR,Economy,123,4930,606390
2024-03-28,BOM-BLR,Premium,155,6861,1063455
2024-03-28,BOM-BLR,Business,79,17587,1389373
2024-03-28,DEL-HYD,Economy,144,4036,581184
2024-03-28,DEL-HYD,Premium,45,7983,359235
2024-03-28,DEL-HYD,Business,107,17542,1876994
2024-03-28,BLR-HYD,Economy,30,5011,150330
2024-03-28,BLR-HYD,Premium,29,9199,266771
2024-03-28,BLR-HYD,Business,171,15462,2644002
2024-03-29,DEL-BOM,Economy,164,5782,948248
2024-03-29,DEL-BOM,Premium,76,8153,619628
2024-03-29,DEL-BOM,Business,28,15208,425824
2024-03-29,DEL-BLR,Economy,195,3529,688155
2024-03-29,DEL-BLR,Premium,187,8153,1524611
2024-03-29,DEL-BLR,Business,82,17692,1450744
2024-03-29,BOM-BLR,Economy,100,5440,544000
2024-03-29,BOM-BLR,Premium,101,7743,782043
2024-03-29,BOM-BLR,Business,95,10226,971470
2024-03-29,DEL-HYD,Economy,67,5959,399253
2024-03-29,DEL-HYD,Premium,108,8877,958716
2024-03-29,DEL-HYD,Business,160,12032,1925120
2024-03-29,BLR-HYD,Economy,153,3978,608634
2024-03-29,BLR-HYD,Premium,33,6309,208197
2024-03-29,BLR-HYD,Business,58,11695,678310
2024-03-30,DEL-BOM,Economy,185,5167,955895
2024-03-30,DEL-BOM,Premium,175,7260,1270500
2024-03-30,DEL-BOM,Business,169,16855,2848495
2024-03-30,DEL-BLR,Economy,91,4853,441623
2024-03-30,DEL-BLR,Premium,51,6386,325686
2024-03-30,DEL-BLR,Business,95,15918,1512210
2024-03-30,BOM-BLR,Economy,112,4278,479136
2024-03-30,BOM-BLR,Premium,71,7960,565160
2024-03-30,BOM-BLR,Business,103,16531,1702693
2024-03-30,DEL-HYD,Economy,32,5686,181952
2024-03-30,DEL-HYD,Premium,39,8764,341796
2024-03-30,DEL-HYD,Business,183,10910,1996530
2024-03-30,BLR-HYD,Economy,36,4351,156636
2024-03-30,BLR-HYD,Premium,128,7799,998272
2024-03-30,BLR-HYD,Business,130,18102,2353260
2024-03-31,DEL-BOM,Economy,175,4496,786800
2024-03-31,DEL-BOM,Premium,138,6721,927498
2024-03-31,DEL-BOM,Business,164,16751,2747164
2024-03-31,DEL-BLR,Economy,113,5828,658564
2024-03-31,DEL-BLR,Premium,74,8983,664742
2024-03-31,DEL-BLR,Business,162,12761,2067282
2024-03-31,BOM-BLR,Economy,127,5526,701802
2024-03-31,BOM-BLR,Premium,180,8355,1503900
2024-03-31,BOM-BLR,Business,130,13791,1792830
2024-03-31,DEL-HYD,Economy,28,4806,134568
2024-03-31,DEL-HYD,Premium,155,7690,1191950
2024-03-31,DEL-HYD,Business,126,17850,2249100
2024-03-31,BLR-HYD,Economy,114,5320,606480
2024-03-31,BLR-HYD,Premium,104,9478,985712
2024-03-31,BLR-HYD,Business,153,18100,2769300
2024-04-01,DEL-BOM,Economy,73,4735,345655
2024-04-01,DEL-BOM,Premium,134,8903,1193002
2024-04-01,DEL-BOM,Business,168,11874,1994832
2024-04-01,DEL-BLR,Economy,122,3667,447374
2024-04-01,DEL-BLR,Premium,25,7051,176275
2024-04-01,DEL-BLR,Business,138,17411,2402718
2024-04-01,BOM-BLR,Economy,87,5224,454488
2024-04-01,BOM-BLR,Premium,32,9641,308512
2024-04-01,BOM-BLR,Business,124,11517,1428108
2024-04-01,DEL-HYD,Economy,102,4209,429318
2024-04-01,DEL-HYD,Premium,123,8042,989166
2024-04-01,DEL-HYD,Business,148,12863,1903724
2024-04-01,BLR-HYD,Economy,59,5656,333704
2024-04-01,BLR-HYD,Premium,133,9563,1271879
2024-04-01,BLR-HYD,Business,156,10183,1588548
2024-04-02,DEL-BOM,Economy,95,5519,524305
2024-04-02,DEL-BOM,Premium,44,7602,334488
2024-04-02,DEL-BOM,Business,171,11096,1897416
2024-04-02,DEL-BLR,Economy,45,3915,176175
2024-04-02,DEL-BLR,Premium,171,7218,1234278
2024-04-02,DEL-BLR,Business,132,16305,2152260
2024-04-02,BOM-BLR,Economy,114,3433,391362
2024-04-02,BOM-BLR,Premium,106,8230,872380
2024-04-02,BOM-BLR,Business,148,19793,2929364
2024-04-02,DEL-HYD,Economy,177,3148,557196
2024-04-02,DEL-HYD,Premium,135,8493,1146555
2024-04-02,DEL-HYD,Business,135,18185,2454975
2024-04-02,BLR-HYD,Economy,129,3947,509163
2024-04-02,BLR-HYD,Premium,44,6983,307252
2024-04-02,BLR-HYD,Business,141,17279,2436339
2024-04-03,DEL-BOM,Economy,127,4326,549402
2024-04-03,DEL-BOM,Premium,110,6660,732600
2024-04-03,DEL-BOM,Business,123,17409,2141307
2024-04-03,DEL-BLR,Economy,157,3344,525008
2024-04-03,DEL-BLR,Premium,80,8052,644160
2024-04-03,DEL-BLR,Business,74,14538,1075812
2024-04-03,BOM-BLR,Economy,121,3584,433664
2024-04-03,BOM-BLR,Premium,123,8866,1090518
2024-04-03,BOM-BLR,Business,127,10890,1383030
2024-04-03,DEL-HYD,Economy,144,4461,642384
2024-04-03,DEL-HYD,Premium,113,6614,747382
2024-04-03,DEL-HYD,Business,181,11587,2097247
2024-04-03,BLR-HYD,Economy,108,4611,497988
2024-04-03,BLR-HYD,Premium,41,7636,313076
2024-04-03,BLR-HYD,Business,84,16837,1414308
2024-04-04,DEL-BOM,Economy,189,3404,643356
2024-04-04,DEL-BOM,Premium,41,8658,354978
2024-04-04,DEL-BOM,Business,27,15904,429408
2024-04-04,DEL-BLR,Economy,36,5037,181332
2024-04-04,DEL-BLR,Premium,185,6495,1201575
2024-04-04,DEL-BLR,Business,192,16509,3169728
2024-04-04,BOM-BLR,Economy,33,4262,140646
2024-04-04,BOM-BLR,Premium,46,7776,357696
2024-04-04,BOM-BLR,Business,182,17984,3273088
2024-04-04,DEL-HYD,Economy,170,4953,842010
2024-04-04,DEL-HYD,Premium,24,9603,230472
2024-04-04,DEL-HYD,Business,78,16289,1270542
2024-04-04,BLR-HYD,Economy,151,5832,880632
2024-04-04,BLR-HYD,Premium,32,8431,269792
2024-04-04,BLR-HYD,Business,38,11003,418114
2024-04-05,DEL-BOM,Economy,182,5466,994812
2024-04-05,DEL-BOM,Premium,119,9999,1189881
2024-04-05,DEL-BOM,Business,195,16524,3222180
2024-04-05,DEL-BLR,Economy,164,5410,887240
2024-04-05,DEL-BLR,Premium,118,9235,1089730
2024-04-05,DEL-BLR,Business,161,13907,2239027
2024-04-05,BOM-BLR,Economy,59,3186,187974
2024-04-05,BOM-BLR,Premium,163,7411,1207993
2024-04-05,BOM-BLR,Business,109,12284,1338956
2024-04-05,DEL-HYD,Economy,50,3770,188500
2024-04-05,DEL-HYD,Premium,34,8206,279004
2024-04-05,DEL-HYD,Business,64,16726,1070464
2024-04-05,BLR-HYD,Economy,127,5418,688086
2024-04-05,BLR-HYD,Premium,144,7481,1077264
2024-04-05,BLR-HYD,Business,133,10422,1386126
2024-04-06,DEL-BOM,Economy,79,3170,250430
2024-04-06,DEL-BOM,Premium,170,8397,1427490
2024-04-06,DEL-BOM,Business,141,13075,1843575
2024-04-06,DEL-BLR,Economy,112,5966,668192
2024-04-06,DEL-BLR,Premium,125,7913,989125
2024-04-06,DEL-BLR,Business,25,13962,349050
2024-04-06,BOM-BLR,Economy,86,3810,327660
2024-04-06,BOM-BLR,Premium,151,7475,1128725
2024-04-06,BOM-BLR,Business,152,17701,2690552
2024-04-06,DEL-HYD,Economy,169,4903,828607
2024-04-06,DEL-HYD,Premium,22,9387,206514
2024-04-06,DEL-HYD,Business,106,19032,2017392
2024-04-06,BLR-HYD,Economy,42,3713,155946
2024-04-06,BLR-HYD,Premium,194,9118,1768892
2024-04-06,BLR-HYD,Business,49,12017,588833
2024-04-07,DEL-BOM,Economy,131,3494,457714
2024-04-07,DEL-BOM,Premium,77,6374,490798
2024-04-07,DEL-BOM,Business,188,18307,3441716
2024-04-07,DEL-BLR,Economy,67,4801,321667
2024-04-07,DEL-BLR,Premium,30,8452,253560
2024-04-07,DEL-BLR,Business,192,13792,2648064
2024-04-07,BOM-BLR,Economy,145,4599,666855
2024-04-07,BOM-BLR,Premium,73,6783,495159
2024-04-07,BOM-BLR,Business,37,18378,679986
2024-04-07,DEL-HYD,Economy,109,5703,621627
2024-04-07,DEL-HYD,Premium,194,8351,1620094
2024-04-07,DEL-HYD,Business,95,15877,1508315
2024-04-07,BLR-HYD,Economy,149,3826,570074
2024-04-07,BLR-HYD,Premium,98,9334,914732
2024-04-07,BLR-HYD,Business,138,12059,1664142
2024-04-08,DEL-BOM,Economy,160,4789,766240
2024-04-08,DEL-BOM,Premium,82,6464,530048
2024-04-08,DEL-BOM,Business,55,10089,554895
2024-04-08,DEL-BLR,Economy,55,5843,321365
2024-04-08,DEL-BLR,Premium,170,7805,1326850
2024-04-08,DEL-BLR,Business,90,13195,1187550
2024-04-08,BOM-BLR,Economy,144,5844,841536
2024-04-08,BOM-BLR,Premium,194,9858,1912452
2024-04-08,BOM-BLR,Business,40,17478,699120
2024-04-08,DEL-HYD,Economy,48,4683,224784
2024-04-08,DEL-HYD,Premium,82,9969,817458
2024-04-08,DEL-HYD,Business,35,10044,351540
2024-04-08,BLR-HYD,Economy,38,3470,131860
2024-04-08,BLR-HYD,Premium,137,7891,1081067
2024-04-08,BLR-HYD,Business,199,17910,3564090
2024-04-09,DEL-BOM,Economy,166,4573,759118
2024-04-09,DEL-BOM,Premium,98,6147,602406
2024-04-09,DEL-BOM,Business,51,11873,605523
2024-04-09,DEL-BLR,Economy,24,3915,93960
2024-04-09,DEL-BLR,Premium,94,7977,749838
2024-04-09,DEL-BLR,Business,63,15929,1003527
2024-04-09,BOM-BLR,Economy,156,3617,564252
2024-04-09,BOM-BLR,Premium,166,8525,1415150
2024-04-09,BOM-BLR,Business,147,15308,2250276
2024-04-09,DEL-HYD,Economy,178,4362,776436
2024-04-09,DEL-HYD,Premium,85,7907,672095
2024-04-09,DEL-HYD,Business,149,18151,2704499
2024-04-09,BLR-HYD,Economy,36,4887,175932
2024-04-09,BLR-HYD,Premium,65,6244,405860
2024-04-09,BLR-HYD,Business,126,10886,1371636
2024-04-10,DEL-BOM,Economy,104,5051,525304
2024-04-10,DEL-BOM,Premium,159,9792,1556928
2024-04-10,DEL-BOM,Business,111,15300,1698300
2024-04-10,DEL-BLR,Economy,125,5758,719750
2024-04-10,DEL-BLR,Premium,38,9367,355946
2024-04-10,DEL-BLR,Business,190,10011,1902090
2024-04-10,BOM-BLR,Economy,46,5928,272688
2024-04-10,BOM-BLR,Premium,68,7921,538628
2024-04-10,BOM-BLR,Business,103,14873,1531919
2024-04-10,DEL-HYD,Economy,61,3807,232227
2024-04-10,DEL-HYD,Premium,124,6553,812572
2024-04-10,DEL-HYD,Business,184,11260,2071840
2024-04-10,BLR-HYD,Economy,41,3184,130544
2024-04-10,BLR-HYD,Premium,126,7576,954576
2024-04-10,BLR-HYD,Business,108,17240,1861920
2024-04-11,DEL-BOM,Economy,95,4881,463695
2024-04-11,DEL-BOM,Premium,115,9809,1128035
2024-04-11,DEL-BOM,Business,39,11409,444951
2024-04-11,DEL-BLR,Economy,178,3568,635104
2024-04-11,DEL-BLR,Premium,34,8660,294440
2024-04-11,DEL-BLR,Business,122,13977,1705194
2024-04-11,BOM-BLR,Economy,129,5893,760197
2024-04-11,BOM-BLR,Premium,161,7151,1151311
2024-04-11,BOM-BLR,Business,169,14131,2388139
2024-04-11,DEL-HYD,Economy,192,4443,853056
2024-04-11,DEL-HYD,Premium,115,6163,708745
2024-04-11,DEL-HYD,Business,57,18671,1064247
2024-04-11,BLR-HYD,Economy,128,3122,399616
2024-04-11,BLR-HYD,Premium,168,7485,1257480
2024-04-11,BLR-HYD,Business,159,17148,2726532
2024-04-12,DEL-BOM,Economy,106,5364,568584
2024-04-12,DEL-BOM,Premium,51,9472,483072
2024-04-12,DEL-BOM,Business,73,10609,774457
2024-04-12,DEL-BLR,Economy,24,5156,123744
2024-04-12,DEL-BLR,Premium,106,8815,934390
2024-04-12,DEL-BLR,Business,98,11268,1104264
2024-04-12,BOM-BLR,Economy,50,4378,218900
2024-04-12,BOM-BLR,Premium,102,8237,840174
2024-04-12,BOM-BLR,Business,51,16394,836094
2024-04-12,DEL-HYD,Economy,54,4668,252072
2024-04-12,DEL-HYD,Premium,172,7964,1369808
2024-04-12,DEL-HYD,Business,108,18832,2033856
2024-04-12,BLR-HYD,Economy,191,4878,931698
2024-04-12,BLR-HYD,Premium,186,7367,1370262
2024-04-12,BLR-HYD,Business,176,12575,2213200
2024-04-13,DEL-BOM,Economy,118,4581,540558
2024-04-13,DEL-BOM,Premium,146,9508,1388168
2024-04-13,DEL-BOM,Business,100,19043,1904300
2024-04-13,DEL-BLR,Economy,89,3007,267623
2024-04-13,DEL-BLR,Premium,198,8235,1630530
2024-04-13,DEL-BLR,Business,127,13144,1669288
2024-04-13,BOM-BLR,Economy,186,4795,891870
2024-04-13,BOM-BLR,Premium,38,6170,234460
2024-04-13,BOM-BLR,Business,160,11499,1839840
2024-04-13,DEL-HYD,Economy,71,5158,366218
2024-04-13,DEL-HYD,Premium,61,9823,599203
2024-04-13,DEL-HYD,Business,45,10923,491535
2024-04-13,BLR-HYD,Economy,156,4043,630708
2024-04-13,BLR-HYD,Premium,58,6779,393182
2024-04-13,BLR-HYD,Business,30,12657,379710
2024-04-14,DEL-BOM,Economy,190,4471,849490
2024-04-14,DEL-BOM,Premium,135,7392,997920
2024-04-14,DEL-BOM,Business,84,11466,963144
2024-04-14,DEL-BLR,Economy,71,4966,352586
2024-04-14,DEL-BLR,Premium,30,9388,281640
2024-04-14,DEL-BLR,Business,121,18106,2190826
2024-04-14,BOM-BLR,Economy,70,4652,325640
2024-04-14,BOM-BLR,Premium,107,7912,846584
2024-04-14,BOM-BLR,Business,108,13637,1472796
2024-04-14,DEL-HYD,Economy,135,3259,439965
2024-04-14,DEL-HYD,Premium,68,6365,432820
2024-04-14,DEL-HYD,Business,192,17707,3399744
2024-04-14,BLR-HYD,Economy,130,3312,430560
2024-04-14,BLR-HYD,Premium,73,8912,650576
2024-04-14,BLR-HYD,Business,54,10272,554688
2024-04-15,DEL-BOM,Economy,177,5547,981819
2024-04-15,DEL-BOM,Premium,98,8039,787822
2024-04-15,DEL-BOM,Business,121,16719,2022999
2024-04-15,DEL-BLR,Economy,185,5264,973840
2024-04-15,DEL-BLR,Premium,41,9793,401513
2024-04-15,DEL-BLR,Business,93,10390,966270
2024-04-15,BOM-BLR,Economy,144,3741,538704
2024-04-15,BOM-BLR,Premium,20,8996,179920
2024-04-15,BOM-BLR,Business,181,10643,1926383
2024-04-15,DEL-HYD,Economy,190,3501,665190
2024-04-15,DEL-HYD,Premium,20,8525,170500
2024-04-15,DEL-HYD,Business,54,18947,1023138
2024-04-15,BLR-HYD,Economy,142,4834,686428
2024-04-15,BLR-HYD,Premium,97,9729,943713
2024-04-15,BLR-HYD,Business,176,18750,3300000
2024-04-16,DEL-BOM,Economy,50,5307,265350
2024-04-16,DEL-BOM,Premium,67,9110,610370
2024-04-16,DEL-BOM,Business,49,15185,744065
2024-04-16,DEL-BLR,Economy,127,5315,675005
2024-04-16,DEL-BLR,Premium,20,6441,128820
2024-04-16,DEL-BLR,Business,109,17211,1875999
2024-04-16,BOM-BLR,Economy,171,5645,965295
2024-04-16,BOM-BLR,Premium,165,9837,1623105
2024-04-16,BOM-BLR,Business,49,17396,852404
2024-04-16,DEL-HYD,Economy,31,3861,119691
2024-04-16,DEL-HYD,Premium,156,6404,999024
2024-04-16,DEL-HYD,Business,48,11725,562800
2024-04-16,BLR-HYD,Economy,136,3270,444720
2024-04-16,BLR-HYD,Premium,136,6273,853128
2024-04-16,BLR-HYD,Business,154,19963,3074302
2024-04-17,DEL-BOM,Economy,185,4444,822140
2024-04-17,DEL-BOM,Premium,142,9267,1315914
2024-04-17,DEL-BOM,Business,41,12181,499421
2024-04-17,DEL-BLR,Economy,189,5550,1048950
2024-04-17,DEL-BLR,Premium,163,9981,1626903
2024-04-17,DEL-BLR,Business,175,19846,3473050
2024-04-17,BOM-BLR,Economy,196,3264,639744
2024-04-17,BOM-BLR,Premium,169,9524,1609556
2024-04-17,BOM-BLR,Business,61,11353,692533
2024-04-17,DEL-HYD,Economy,58,3889,225562
2024-04-17,DEL-HYD,Premium,176,7902,1390752
2024-04-17,DEL-HYD,Business,102,18220,1858440
2024-04-17,BLR-HYD,Economy,54,4419,238626
2024-04-17,BLR-HYD,Premium,96,8567,822432
2024-04-17,BLR-HYD,Business,141,16019,2258679
2024-04-18,DEL-BOM,Economy,198,3596,712008
2024-04-18,DEL-BOM,Premium,155,9266,1436230
2024-04-18,DEL-BOM,Business,28,11016,308448
2024-04-18,DEL-BLR,Economy,90,5062,455580
2024-04-18,DEL-BLR,Premium,188,9479,1782052
2024-04-18,DEL-BLR,Business,191,19706,3763846
2024-04-18,BOM-BLR,Economy,129,4735,610815
2024-04-18,BOM-BLR,Premium,69,9416,649704
2024-04-18,BOM-BLR,Business,173,13917,2407641
2024-04-18,DEL-HYD,Economy,188,3419,642772
2024-04-18,DEL-HYD,Premium,190,8030,1525700
2024-04-18,DEL-HYD,Business,44,19356,851664
2024-04-18,BLR-HYD,Economy,62,4869,301878
2024-04-18,BLR-HYD,Premium,111,7079,785769
2024-04-18,BLR-HYD,Business,156,17235,2688660
2024-04-19,DEL-BOM,Economy,65,4272,277680
2024-04-19,DEL-BOM,Premium,86,6903,593658
2024-04-19,DEL-BOM,Business,43,13340,573620
2024-04-19,DEL-BLR,Economy,44,3147,138468
2024-04-19,DEL-BLR,Premium,130,7089,921570
2024-04-19,DEL-BLR,Business,64,14683,939712
2024-04-19,BOM-BLR,Economy,133,4784,636272
2024-04-19,BOM-BLR,Premium,166,6998,1161668
2024-04-19,BOM-BLR,Business,45,19643,883935
2024-04-19,DEL-HYD,Economy,70,5986,419020
2024-04-19,DEL-HYD,Premium,170,8123,1380910
2024-04-19,DEL-HYD,Business,111,11312,1255632
2024-04-19,BLR-HYD,Economy,166,4563,757458
2024-04-19,BLR-HYD,Premium,196,7634,1496264
2024-04-19,BLR-HYD,Business,187,11366,2125442
2024-04-20,DEL-BOM,Economy,73,5709,416757
2024-04-20,DEL-BOM,Premium,182,6684,1216488
2024-04-20,DEL-BOM,Business,104,16040,1668160
2024-04-20,DEL-BLR,Economy,84,4669,392196
2024-04-20,DEL-BLR,Premium,83,9946,825518
2024-04-20,DEL-BLR,Business,115,10490,1206350
2024-04-20,BOM-BLR,Economy,165,4878,804870
2024-04-20,BOM-BLR,Premium,168,8662,1455216
2024-04-20,BOM-BLR,Business,110,15585,1714350
2024-04-20,DEL-HYD,Economy,107,4326,462882
2024-04-20,DEL-HYD,Premium,189,7073,1336797
2024-04-20,DEL-HYD,Business,110,14340,1577400
2024-04-20,BLR-HYD,Economy,128,5580,714240
2024-04-20,BLR-HYD,Premium,64,9248,591872
2024-04-20,BLR-HYD,Business,111,11985,1330335
2024-04-21,DEL-BOM,Economy,44,3057,134508
2024-04-21,DEL-BOM,Premium,153,9068,1387404
2024-04-21,DEL-BOM,Business,153,11677,1786581
2024-04-21,DEL-BLR,Economy,85,4191,356235
2024-04-21,DEL-BLR,Premium,136,7248,985728
2024-04-21,DEL-BLR,Business,165,17036,2810940
2024-04-21,BOM-BLR,Economy,107,4772,510604
2024-04-21,BOM-BLR,Premium,172,6507,1119204
2024-04-21,BOM-BLR,Business,108,10220,1103760
